x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.0,0.0,-0.05269,-0.0214,-0.08968,-0.07908,-0.07965,-0.15001,-0.06194,-0.20406,-0.10156,-0.16363,-0.13874,-0.22923,-0.16151,-0.27192,-0.17804,-0.30531,-0.06574,-0.18647,-0.08414,-0.26727,-0.09513,-0.31589,-0.10261,-0.35232,-0.02782,-0.18929,-0.03155,-0.26462,-0.03504,-0.30851,-0.03738,-0.34321,0.00889,-0.18003,0.02075,-0.24471,0.02819,-0.28682,0.0343,-0.32362,4
0.0,0.0,-0.05596,-0.02138,-0.09377,-0.08563,-0.08506,-0.16208,-0.06793,-0.21816,-0.10346,-0.16885,-0.14076,-0.23528,-0.16469,-0.27993,-0.1813,-0.31528,-0.06793,-0.19269,-0.08843,-0.27385,-0.09966,-0.32345,-0.10637,-0.35913,-0.03053,-0.19631,-0.0354,-0.27146,-0.0397,-0.31566,-0.0426,-0.34901,0.00595,-0.18792,0.0179,-0.2545,0.0245,-0.29755,0.03048,-0.33472,4
0.0,0.0,-0.05718,-0.02128,-0.09719,-0.08661,-0.08663,-0.16263,-0.06574,-0.21572,-0.10632,-0.17276,-0.1428,-0.23989,-0.16619,-0.28398,-0.18247,-0.31915,-0.07046,-0.19568,-0.09112,-0.27702,-0.103,-0.32642,-0.10938,-0.36184,-0.03224,-0.19859,-0.03779,-0.27349,-0.04207,-0.31728,-0.04397,-0.35052,0.005,-0.19028,0.0158,-0.25723,0.02243,-0.29998,0.02929,-0.33746,4
0.0,0.0,-0.0547,-0.02336,-0.09343,-0.08767,-0.0841,-0.16176,-0.0644,-0.21479,-0.10411,-0.17215,-0.14151,-0.23896,-0.16485,-0.2825,-0.18175,-0.31803,-0.06855,-0.19549,-0.08919,-0.2761,-0.10012,-0.32445,-0.10596,-0.35953,-0.03046,-0.19867,-0.0357,-0.27317,-0.03916,-0.31654,-0.04072,-0.35055,0.00682,-0.18959,0.01816,-0.25468,0.02547,-0.29752,0.03236,-0.33565,4
0.0,0.0,-0.05637,-0.02295,-0.09564,-0.08752,-0.0853,-0.16303,-0.06578,-0.21682,-0.10431,-0.1729,-0.14105,-0.23976,-0.16433,-0.28341,-0.18092,-0.31904,-0.06915,-0.1965,-0.08976,-0.2772,-0.10069,-0.32608,-0.10644,-0.36155,-0.03158,-0.19969,-0.03676,-0.27396,-0.03951,-0.31762,-0.04017,-0.35095,0.00549,-0.19042,0.01713,-0.25501,0.02445,-0.29711,0.03203,-0.33422,4
0.0,0.0,-0.05494,-0.02485,-0.09275,-0.08995,-0.08454,-0.16676,-0.06897,-0.22315,-0.1031,-0.17299,-0.1404,-0.24072,-0.16439,-0.28542,-0.18141,-0.32133,-0.06819,-0.19612,-0.08898,-0.27763,-0.10024,-0.32623,-0.10709,-0.36274,-0.03075,-0.19937,-0.03588,-0.27452,-0.03828,-0.31875,-0.03891,-0.35259,0.00591,-0.19064,0.01653,-0.25541,0.02327,-0.29782,0.03033,-0.33542,4
0.0,0.0,-0.05427,-0.02454,-0.09185,-0.09014,-0.08279,-0.16473,-0.06492,-0.21723,-0.10182,-0.1734,-0.13827,-0.24061,-0.16127,-0.2844,-0.17763,-0.31975,-0.06701,-0.19626,-0.08803,-0.27763,-0.0986,-0.32601,-0.10439,-0.36163,-0.02965,-0.19912,-0.03499,-0.27404,-0.03772,-0.31852,-0.03807,-0.35256,0.00709,-0.18993,0.01888,-0.25439,0.02648,-0.29705,0.03441,-0.33472,4
0.0,0.0,-0.0579,-0.02175,-0.09866,-0.08916,-0.0875,-0.16796,-0.06815,-0.22358,-0.10542,-0.1711,-0.14274,-0.23921,-0.1665,-0.28456,-0.18295,-0.32061,-0.07067,-0.19427,-0.09166,-0.27613,-0.10294,-0.32556,-0.10947,-0.36259,-0.0339,-0.19795,-0.03926,-0.27281,-0.04161,-0.31672,-0.04226,-0.34963,0.0021,-0.19071,0.01282,-0.2562,0.01948,-0.29816,0.02658,-0.33515,4
0.0,0.0,-0.05432,-0.0264,-0.09281,-0.09234,-0.08488,-0.16641,-0.06409,-0.21917,-0.10242,-0.17406,-0.13989,-0.24066,-0.1633,-0.28391,-0.17959,-0.31915,-0.06769,-0.19673,-0.08847,-0.27652,-0.09965,-0.32477,-0.10561,-0.35958,-0.03042,-0.19973,-0.03559,-0.27314,-0.03919,-0.31685,-0.04063,-0.3501,0.0057,-0.19101,0.01708,-0.25481,0.02326,-0.2971,0.0297,-0.33449,4
0.0,0.0,-0.05572,-0.02438,-0.09439,-0.08954,-0.08527,-0.16382,-0.06445,-0.2164,-0.10256,-0.17378,-0.13926,-0.24113,-0.16253,-0.28432,-0.17888,-0.31997,-0.06795,-0.19588,-0.0887,-0.27564,-0.09979,-0.32403,-0.10572,-0.35936,-0.0313,-0.19836,-0.03583,-0.27152,-0.03881,-0.31518,-0.03957,-0.34788,0.0044,-0.18939,0.01605,-0.25306,0.02233,-0.29474,0.02902,-0.3317,4
0.0,0.0,-0.05584,-0.02467,-0.0947,-0.08876,-0.08508,-0.16275,-0.06257,-0.21538,-0.10328,-0.17244,-0.14053,-0.23897,-0.16438,-0.28228,-0.18113,-0.31739,-0.06869,-0.19469,-0.0895,-0.27358,-0.10084,-0.3206,-0.10733,-0.35497,-0.03163,-0.19742,-0.0373,-0.27014,-0.0403,-0.31349,-0.04104,-0.3462,0.00478,-0.18907,0.016,-0.25209,0.02228,-0.29311,0.02896,-0.32929,4
0.0,0.0,-0.05511,-0.02348,-0.0936,-0.08856,-0.08403,-0.16317,-0.06327,-0.21518,-0.10108,-0.17105,-0.13805,-0.23679,-0.16179,-0.27983,-0.17853,-0.31473,-0.06657,-0.19326,-0.08761,-0.27342,-0.09854,-0.32061,-0.10493,-0.35549,-0.03008,-0.19543,-0.03505,-0.26827,-0.03816,-0.31229,-0.03894,-0.34562,0.0056,-0.18614,0.01663,-0.24912,0.02342,-0.28989,0.03062,-0.32576,4
0.0,0.0,-0.05408,-0.02379,-0.0913,-0.08824,-0.08178,-0.16369,-0.06483,-0.2181,-0.10024,-0.16709,-0.13736,-0.23366,-0.16102,-0.27773,-0.17781,-0.31325,-0.06602,-0.18982,-0.08677,-0.27034,-0.0976,-0.31872,-0.10404,-0.35486,-0.02935,-0.19344,-0.03516,-0.26592,-0.03783,-0.30981,-0.03868,-0.34365,0.00647,-0.18596,0.01759,-0.24907,0.02452,-0.29064,0.03168,-0.32736,4
0.0,0.0,-0.05485,-0.02247,-0.0924,-0.08646,-0.08262,-0.15983,-0.06319,-0.2122,-0.10062,-0.1697,-0.13619,-0.23596,-0.1585,-0.27874,-0.17437,-0.31321,-0.06586,-0.19161,-0.08634,-0.27194,-0.09727,-0.3199,-0.10327,-0.35337,-0.02856,-0.19427,-0.03377,-0.26645,-0.03663,-0.30865,-0.03731,-0.34041,0.008,-0.18617,0.01919,-0.24946,0.02627,-0.29024,0.03378,-0.32595,4
0.0,0.0,-0.05287,-0.02638,-0.08968,-0.09029,-0.08234,-0.16262,-0.06334,-0.21419,-0.10016,-0.16786,-0.1371,-0.2356,-0.15981,-0.27821,-0.17622,-0.31333,-0.06613,-0.19072,-0.08706,-0.27056,-0.09767,-0.31831,-0.10336,-0.35279,-0.02938,-0.19475,-0.03508,-0.26763,-0.03771,-0.31061,-0.03785,-0.34347,0.00723,-0.18718,0.01803,-0.25007,0.02496,-0.2916,0.03245,-0.32756,4
