x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.0,0.0,-0.04845,-0.02169,-0.08126,-0.08756,-0.10465,-0.14557,-0.12674,-0.19038,-0.06611,-0.13587,-0.09295,-0.18448,-0.11565,-0.20667,-0.13637,-0.21894,-0.03963,-0.15452,-0.06345,-0.22943,-0.07862,-0.27522,-0.09199,-0.31383,-0.00779,-0.15135,-0.01275,-0.22087,-0.01757,-0.26395,-0.02013,-0.29531,0.02471,-0.13569,0.00112,-0.16389,-0.02201,-0.15705,-0.03772,-0.14852,9
0.0,0.0,-0.04769,-0.03106,-0.08302,-0.09791,-0.10539,-0.15863,-0.12644,-0.20259,-0.06296,-0.15553,-0.09027,-0.20014,-0.11114,-0.2215,-0.12623,-0.23142,-0.03701,-0.17177,-0.06382,-0.2471,-0.08181,-0.29374,-0.09543,-0.33476,-0.00386,-0.17073,-0.0106,-0.24119,-0.01953,-0.28314,-0.02721,-0.31574,0.03249,-0.15643,0.05482,-0.20387,0.06782,-0.23682,0.07796,-0.26684,9
0.0,0.0,-0.05045,-0.03288,-0.08748,-0.09875,-0.11038,-0.15937,-0.1338,-0.20369,-0.06996,-0.16526,-0.09699,-0.223,-0.11658,-0.26141,-0.12992,-0.2889,-0.04297,-0.17745,-0.07107,-0.25305,-0.08906,-0.29896,-0.10294,-0.3408,-0.01083,-0.17526,-0.01932,-0.24828,-0.02748,-0.2898,-0.03402,-0.32353,0.02368,-0.16135,0.04327,-0.20867,0.05612,-0.24302,0.06722,-0.27501,9
0.0,0.0,-0.05167,-0.03418,-0.08806,-0.10334,-0.11187,-0.16353,-0.13387,-0.20774,-0.06637,-0.17326,-0.08573,-0.2498,-0.09801,-0.30073,-0.10737,-0.34144,-0.03854,-0.18046,-0.0632,-0.23957,-0.07972,-0.26425,-0.09135,-0.28443,-0.00633,-0.17734,-0.01685,-0.24516,-0.02818,-0.28917,-0.03691,-0.32573,0.02805,-0.1641,0.0459,-0.21135,0.05728,-0.24562,0.06821,-0.27782,9
0.0,0.0,-0.05349,-0.0329,-0.09105,-0.10221,-0.11367,-0.16489,-0.13581,-0.21028,-0.0712,-0.17263,-0.09308,-0.24163,-0.10752,-0.28911,-0.11712,-0.32561,-0.04324,-0.18284,-0.07164,-0.25465,-0.09074,-0.2985,-0.10549,-0.33836,-0.01082,-0.18046,-0.0202,-0.25238,-0.02844,-0.29425,-0.0354,-0.32812,0.0239,-0.1665,0.0431,-0.21419,0.05564,-0.24794,0.06717,-0.27912,9
0.0,0.0,-0.05039,-0.03533,-0.08792,-0.10238,-0.11298,-0.16259,-0.13675,-0.20689,-0.07035,-0.16647,-0.09517,-0.22987,-0.11228,-0.27463,-0.12376,-0.30869,-0.04296,-0.17867,-0.07222,-0.25224,-0.09052,-0.29702,-0.10457,-0.33893,-0.01026,-0.178,-0.02019,-0.25013,-0.02802,-0.29293,-0.03461,-0.32859,0.02495,-0.16606,0.04413,-0.21265,0.05675,-0.24717,0.06759,-0.27914,9
0.0,0.0,-0.05172,-0.03481,-0.08931,-0.10264,-0.11422,-0.16358,-0.1367,-0.20932,-0.06989,-0.17011,-0.0912,-0.24266,-0.10444,-0.29335,-0.1137,-0.33368,-0.04201,-0.17971,-0.07018,-0.24823,-0.09042,-0.28895,-0.10581,-0.32608,-0.00941,-0.17852,-0.02094,-0.24841,-0.03142,-0.2925,-0.03944,-0.32866,0.02568,-0.16687,0.04391,-0.21437,0.05604,-0.2497,0.06741,-0.28182,9
0.0,0.0,-0.05132,-0.0367,-0.08884,-0.10381,-0.11399,-0.16284,-0.13744,-0.20692,-0.07116,-0.16304,-0.10151,-0.21131,-0.12406,-0.23924,-0.14146,-0.25915,-0.04437,-0.17893,-0.07366,-0.25614,-0.09212,-0.30227,-0.10657,-0.3431,-0.01158,-0.17802,-0.01989,-0.25142,-0.02775,-0.29305,-0.03454,-0.3272,0.02364,-0.16465,0.04369,-0.21191,0.05677,-0.24639,0.06735,-0.27844,9
0.0,0.0,-0.04875,-0.03636,-0.08529,-0.09923,-0.11206,-0.15701,-0.13627,-0.20214,-0.06696,-0.16376,-0.09886,-0.21428,-0.1226,-0.24456,-0.13952,-0.26799,-0.03869,-0.17938,-0.06885,-0.25464,-0.0876,-0.30089,-0.10168,-0.3418,-0.00518,-0.17897,-0.01398,-0.25078,-0.02153,-0.29186,-0.02788,-0.32551,0.03073,-0.16548,0.04929,-0.21404,0.06103,-0.24914,0.07011,-0.28102,9
0.0,0.0,-0.05253,-0.03447,-0.08993,-0.09876,-0.11543,-0.15833,-0.13956,-0.20334,-0.07033,-0.16224,-0.1012,-0.2108,-0.12491,-0.23901,-0.14262,-0.25861,-0.04178,-0.1788,-0.07124,-0.25485,-0.08933,-0.30101,-0.10343,-0.34255,-0.00786,-0.17896,-0.01542,-0.2515,-0.02261,-0.29218,-0.02918,-0.32563,0.02803,-0.16597,0.04762,-0.21548,0.06061,-0.25134,0.07067,-0.28395,9
0.0,0.0,-0.04836,-0.03557,-0.08609,-0.09816,-0.11306,-0.15438,-0.13761,-0.19747,-0.06676,-0.16126,-0.09747,-0.20758,-0.12073,-0.23264,-0.13852,-0.25138,-0.03854,-0.17909,-0.06863,-0.25437,-0.08677,-0.30029,-0.10008,-0.34057,-0.00451,-0.17977,-0.01176,-0.25173,-0.01779,-0.29196,-0.02307,-0.3259,0.0321,-0.16723,0.05072,-0.21689,0.06392,-0.25158,0.07385,-0.28344,9
0.0,0.0,-0.04996,-0.03637,-0.0887,-0.09811,-0.11535,-0.1552,-0.13918,-0.20062,-0.07027,-0.1621,-0.10191,-0.20642,-0.12643,-0.22996,-0.14662,-0.24611,-0.04169,-0.18045,-0.07122,-0.2559,-0.08906,-0.30106,-0.10284,-0.34086,-0.00741,-0.18104,-0.01464,-0.25261,-0.02107,-0.29143,-0.02741,-0.32411,0.02911,-0.16731,0.04792,-0.21637,0.06122,-0.25106,0.07085,-0.28282,9
0.0,0.0,-0.04938,-0.03627,-0.08887,-0.09948,-0.11629,-0.15632,-0.13891,-0.20206,-0.06842,-0.16354,-0.1004,-0.20969,-0.12501,-0.23492,-0.1439,-0.2532,-0.03991,-0.18154,-0.06972,-0.25669,-0.08882,-0.30205,-0.10343,-0.34205,-0.00582,-0.18238,-0.01258,-0.25386,-0.02047,-0.29491,-0.02729,-0.32824,0.0301,-0.17065,0.0495,-0.22034,0.06183,-0.2552,0.0709,-0.28613,9
0.0,0.0,-0.05144,-0.03632,-0.09157,-0.09761,-0.119,-0.15459,-0.14226,-0.19981,-0.07437,-0.15914,-0.10559,-0.203,-0.12988,-0.22651,-0.14949,-0.24216,-0.04573,-0.17844,-0.07494,-0.25452,-0.09273,-0.29989,-0.1065,-0.34034,-0.01054,-0.18005,-0.01757,-0.25169,-0.02454,-0.29139,-0.03094,-0.3242,0.02685,-0.16791,0.04591,-0.2167,0.0585,-0.25135,0.06772,-0.28258,9
0.0,0.0,-0.05302,-0.0359,-0.0927,-0.09742,-0.11923,-0.15458,-0.14146,-0.20193,-0.07377,-0.15817,-0.10434,-0.19893,-0.12878,-0.22171,-0.14695,-0.23549,-0.04633,-0.17719,-0.07539,-0.25407,-0.09213,-0.2987,-0.10403,-0.33913,-0.01093,-0.17958,-0.01708,-0.25239,-0.02329,-0.2911,-0.02873,-0.32223,0.02693,-0.16866,0.04403,-0.21768,0.05572,-0.25222,0.06481,-0.28394,9
0.0,0.0,-0.0516,-0.03487,-0.09205,-0.099,-0.11922,-0.15748,-0.14208,-0.20391,-0.07385,-0.15912,-0.1073,-0.20263,-0.13295,-0.22564,-0.15415,-0.2413,-0.04609,-0.1799,-0.07624,-0.25687,-0.09408,-0.30202,-0.10792,-0.34183,-0.01101,-0.1825,-0.0174,-0.25341,-0.02352,-0.29369,-0.0295,-0.3279,0.02609,-0.17148,0.04423,-0.22036,0.05698,-0.25437,0.06642,-0.28582,9
0.0,0.0,-0.05319,-0.03598,-0.09409,-0.09991,-0.12156,-0.15876,-0.1454,-0.20568,-0.07532,-0.15991,-0.10856,-0.20205,-0.13371,-0.22495,-0.15475,-0.24112,-0.04699,-0.18114,-0.07657,-0.25873,-0.09423,-0.30344,-0.1082,-0.34318,-0.01169,-0.18346,-0.01891,-0.25314,-0.02469,-0.29382,-0.03036,-0.32894,0.02511,-0.17225,0.04203,-0.22036,0.05532,-0.25406,0.06529,-0.28558,9
0.0,0.0,-0.04946,-0.03604,-0.08949,-0.09989,-0.11647,-0.15699,-0.14108,-0.20095,-0.07304,-0.1628,-0.10736,-0.20542,-0.13341,-0.22779,-0.15587,-0.24374,-0.0443,-0.18393,-0.07277,-0.26091,-0.09,-0.30609,-0.1034,-0.34498,-0.00911,-0.1862,-0.01476,-0.25726,-0.0207,-0.2973,-0.0271,-0.33151,0.02803,-0.17305,0.04494,-0.22281,0.05738,-0.2581,0.06575,-0.2898,9
