x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.0,0.0,-0.02418,-0.0443,-0.03859,-0.08913,-0.05037,-0.12508,-0.06303,-0.15772,-0.00772,-0.11187,-0.00336,-0.16327,-0.00553,-0.19681,-0.00871,-0.2246,5e-05,-0.10396,0.00073,-0.15019,-0.00852,-0.18566,-0.01781,-0.21439,0.00462,-0.08641,-0.00947,-0.11933,-0.01867,-0.10965,-0.02345,-0.09727,0.00545,-0.06336,-0.0021,-0.08833,-0.01472,-0.10454,-0.02569,-0.11824,7
0.0,0.0,-0.01474,-0.02361,-0.02046,-0.05543,-0.02151,-0.08545,-0.02501,-0.11307,-0.00888,-0.10524,-0.01792,-0.15773,-0.025,-0.18963,-0.03136,-0.21382,-0.00274,-0.1058,0.00135,-0.16052,-0.00217,-0.19769,-0.00734,-0.22743,-0.00062,-0.09603,-0.01272,-0.12807,-0.02216,-0.12034,-0.02749,-0.11071,-0.00296,-0.08131,-0.01415,-0.1083,-0.02513,-0.1166,-0.03342,-0.1226,7
0.0,0.0,-0.0099,-0.01586,-0.01473,-0.04273,-0.0161,-0.07293,-0.02219,-0.10225,-0.01999,-0.09762,-0.0436,-0.138,-0.05849,-0.16266,-0.07037,-0.18241,-0.01561,-0.10421,-0.01896,-0.15691,-0.02302,-0.19287,-0.02758,-0.22099,-0.01458,-0.09936,-0.026,-0.13033,-0.03067,-0.12356,-0.0324,-0.11462,-0.01579,-0.08986,-0.02577,-0.11474,-0.03202,-0.12055,-0.0358,-0.12326,7
0.0,0.0,-0.02215,-0.03174,-0.03588,-0.07333,-0.04415,-0.1115,-0.055,-0.14435,-0.02066,-0.10495,-0.01953,-0.15753,-0.02244,-0.19182,-0.02474,-0.21971,-0.00973,-0.10488,-0.00239,-0.15481,-0.00649,-0.19437,-0.01042,-0.22711,-0.00127,-0.09447,-0.01081,-0.12543,-0.01952,-0.1096,-0.02358,-0.09278,0.00423,-0.07696,-0.00257,-0.09763,-0.01471,-0.11041,-0.02522,-0.12263,7
0.0,0.0,-0.01803,-0.0285,-0.02727,-0.06132,-0.02967,-0.09351,-0.03581,-0.12303,-0.0156,-0.10411,-0.01363,-0.1596,-0.01589,-0.19659,-0.01847,-0.22669,-0.00591,-0.1052,-0.00484,-0.14496,-0.01073,-0.16716,-0.01636,-0.1851,2e-05,-0.09618,-0.01076,-0.12663,-0.01557,-0.11274,-0.01743,-0.09675,0.00217,-0.08199,-0.00667,-0.10308,-0.01944,-0.11475,-0.0311,-0.12566,7
0.0,0.0,-0.01374,-0.02221,-0.0194,-0.05626,-0.02079,-0.09029,-0.02644,-0.11874,-0.01727,-0.10783,-0.02082,-0.16778,-0.02581,-0.20534,-0.02876,-0.23588,-0.01016,-0.10858,-0.00277,-0.15171,-0.0045,-0.17315,-0.00657,-0.19102,-0.00548,-0.10008,-0.00816,-0.12388,-0.01258,-0.11442,-0.0165,-0.106,-0.00387,-0.08818,-0.0144,-0.11204,-0.02645,-0.12266,-0.03868,-0.13119,7
0.0,0.0,-0.00749,-0.0231,-0.01156,-0.05347,-0.01776,-0.08211,-0.02534,-0.1107,-0.00395,-0.10275,-0.00682,-0.16554,-0.01108,-0.20205,-0.01598,-0.23166,-0.00403,-0.10204,-0.01721,-0.15015,-0.03459,-0.17796,-0.05052,-0.19837,-0.00634,-0.09254,-0.01947,-0.11059,-0.01904,-0.08977,-0.01785,-0.07233,-0.01196,-0.08293,-0.02547,-0.10618,-0.03339,-0.11385,-0.03939,-0.122,7
0.0,0.0,-0.01661,-0.02552,-0.02246,-0.05644,-0.02217,-0.08758,-0.02149,-0.11143,-0.02939,-0.09354,-0.04687,-0.14277,-0.06163,-0.172,-0.07205,-0.19532,-0.01536,-0.09865,-0.02091,-0.14308,-0.02564,-0.17044,-0.02964,-0.19558,-0.00446,-0.09449,-0.01264,-0.12144,-0.01154,-0.10509,-0.00978,-0.08886,0.00261,-0.08717,-0.01048,-0.11108,-0.02097,-0.11656,-0.02879,-0.12012,7
0.0,0.0,-0.01849,-0.02459,-0.02893,-0.06455,-0.03501,-0.10217,-0.0453,-0.13262,-0.02099,-0.10354,-0.02549,-0.15833,-0.03307,-0.1914,-0.03687,-0.21717,-0.00724,-0.1051,-0.00205,-0.15995,-0.00497,-0.2004,-0.0076,-0.23452,0.00333,-0.09589,-0.00082,-0.1264,0.00013,-0.11434,0.00161,-0.10336,0.01055,-0.08103,-0.00394,-0.1017,-0.01827,-0.11001,-0.03071,-0.11685,7
0.0,0.0,-0.01913,-0.03074,-0.03599,-0.07389,-0.05211,-0.11336,-0.06968,-0.14717,-0.00525,-0.10455,-0.00276,-0.16699,-0.00752,-0.20456,-0.01247,-0.23454,0.00322,-0.09875,-0.00046,-0.12434,-0.00184,-0.10853,0.0013,-0.09846,0.00571,-0.08793,-0.0065,-0.10933,-0.00861,-0.09192,-0.00739,-0.07803,0.00219,-0.07679,-0.01226,-0.10034,-0.02319,-0.1094,-0.03155,-0.11841,7
0.0,0.0,-0.00761,-0.01901,-0.01111,-0.04546,-0.01532,-0.07554,-0.02414,-0.10188,-0.02021,-0.09859,-0.04172,-0.14563,-0.05787,-0.17209,-0.07236,-0.19136,-0.01554,-0.10506,-0.02856,-0.16042,-0.03837,-0.19316,-0.04817,-0.21814,-0.01347,-0.09933,-0.02678,-0.12724,-0.02426,-0.10918,-0.02092,-0.09328,-0.01453,-0.09054,-0.02594,-0.11256,-0.03174,-0.11402,-0.03597,-0.11505,7
0.0,0.0,-0.01616,-0.0213,-0.02256,-0.04712,-0.02159,-0.07789,-0.02489,-0.10425,-0.02837,-0.09713,-0.04758,-0.14504,-0.06194,-0.17328,-0.07383,-0.19603,-0.0167,-0.10328,-0.02775,-0.15342,-0.03854,-0.18948,-0.04843,-0.21937,-0.00837,-0.09696,-0.01627,-0.11863,-0.01088,-0.09646,-0.0067,-0.0782,-0.00286,-0.08689,-0.01308,-0.10412,-0.02354,-0.1113,-0.03425,-0.11978,7
0.0,0.0,-0.01695,-0.01829,-0.02448,-0.04331,-0.02316,-0.07393,-0.02803,-0.09944,-0.03953,-0.09228,-0.0608,-0.13374,-0.07494,-0.15921,-0.08653,-0.17922,-0.02507,-0.10052,-0.035,-0.14824,-0.04422,-0.18496,-0.05303,-0.21677,-0.01306,-0.0951,-0.01591,-0.11892,-0.00825,-0.10053,-0.00307,-0.08668,-0.00265,-0.08457,-0.01071,-0.10103,-0.01868,-0.10842,-0.02707,-0.11682,7
0.0,0.0,-0.01282,-0.01553,-0.02062,-0.04118,-0.02192,-0.07383,-0.03087,-0.10046,-0.04157,-0.08817,-0.06387,-0.12991,-0.0809,-0.15609,-0.09332,-0.17632,-0.02976,-0.094,-0.04726,-0.12898,-0.05929,-0.14167,-0.06857,-0.1568,-0.01803,-0.09068,-0.02511,-0.1127,-0.02109,-0.09707,-0.01674,-0.08462,-0.00844,-0.08347,-0.01815,-0.10325,-0.02748,-0.10999,-0.03583,-0.11671,7
0.0,0.0,-0.01165,-0.01278,-0.02051,-0.03778,-0.02346,-0.07049,-0.0335,-0.09852,-0.04242,-0.08226,-0.06457,-0.12506,-0.08102,-0.15289,-0.09294,-0.17377,-0.02917,-0.0896,-0.0317,-0.12316,-0.02557,-0.11488,-0.02119,-0.10952,-0.0171,-0.0889,-0.0188,-0.11225,-0.01551,-0.09781,-0.01351,-0.08767,-0.00808,-0.08462,-0.01547,-0.1044,-0.02034,-0.10614,-0.02453,-0.10886,7
0.0,0.0,-0.00943,-0.01759,-0.01583,-0.04513,-0.01716,-0.07611,-0.02655,-0.10191,-0.0407,-0.08481,-0.06177,-0.1247,-0.07611,-0.1515,-0.08666,-0.17156,-0.03433,-0.08894,-0.05891,-0.12795,-0.07515,-0.15287,-0.08808,-0.17357,-0.02426,-0.08498,-0.03889,-0.11475,-0.04829,-0.12683,-0.05614,-0.13661,-0.01236,-0.07631,-0.02029,-0.0953,-0.02731,-0.10427,-0.03413,-0.11255,7
0.0,0.0,-0.01015,-0.0211,-0.01625,-0.04925,-0.0178,-0.07906,-0.02717,-0.10402,-0.03728,-0.08805,-0.05777,-0.12791,-0.07331,-0.15361,-0.08562,-0.17405,-0.0309,-0.09041,-0.05545,-0.12856,-0.07349,-0.15418,-0.08885,-0.17615,-0.02108,-0.08457,-0.03475,-0.11317,-0.03937,-0.11945,-0.04321,-0.12299,-0.00982,-0.07382,-0.01882,-0.0919,-0.02512,-0.10007,-0.0312,-0.10738,7
0.0,0.0,-0.01282,-0.01915,-0.01801,-0.04811,-0.01989,-0.07998,-0.02537,-0.10584,-0.02888,-0.09506,-0.04392,-0.1437,-0.05739,-0.17241,-0.06696,-0.19477,-0.01756,-0.10064,-0.03005,-0.15406,-0.0419,-0.19096,-0.05158,-0.2219,-0.0078,-0.09425,-0.01279,-0.13744,-0.01191,-0.15491,-0.01102,-0.16517,-0.00145,-0.08217,-0.01434,-0.10487,-0.02512,-0.11285,-0.03385,-0.11712,7
