x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.0,0.0,-0.0423,-0.01806,-0.06108,-0.08505,-0.03532,-0.15147,-0.01737,-0.19877,-0.06238,-0.17777,-0.07908,-0.259,-0.09168,-0.31649,-0.10312,-0.3631,-0.02379,-0.19533,-0.02522,-0.29359,-0.02738,-0.36246,-0.0283,-0.41732,0.0141,-0.18113,0.0222,-0.27852,0.02303,-0.34533,0.02676,-0.39983,0.04869,-0.14616,0.03154,-0.18257,0.00801,-0.1735,-0.00853,-0.162,6
0.0,0.0,-0.04139,-0.02217,-0.06527,-0.0866,-0.04333,-0.14647,-0.02321,-0.19233,-0.07446,-0.2156,-0.09833,-0.30491,-0.11266,-0.36634,-0.12532,-0.41723,-0.03292,-0.22396,-0.03133,-0.32916,-0.03057,-0.40295,-0.03033,-0.46348,0.00309,-0.19984,0.01668,-0.29468,0.02178,-0.36478,0.02682,-0.42741,0.03578,-0.15262,0.02337,-0.18732,-0.00193,-0.18761,-0.02486,-0.18665,6
0.0,0.0,-0.04478,-0.02692,-0.06974,-0.09643,-0.04993,-0.16085,-0.02826,-0.21014,-0.07963,-0.22613,-0.10247,-0.31796,-0.11695,-0.37764,-0.13137,-0.42684,-0.03756,-0.23785,-0.0357,-0.34556,-0.03527,-0.41429,-0.03648,-0.46916,-0.00199,-0.2171,0.01012,-0.3155,0.01477,-0.38104,0.01891,-0.43959,0.02861,-0.17489,0.0165,-0.20935,-0.00692,-0.19812,-0.02756,-0.18785,6
0.0,0.0,-0.04983,-0.02777,-0.07464,-0.09503,-0.05601,-0.15928,-0.036,-0.20896,-0.08363,-0.22536,-0.10693,-0.31785,-0.12156,-0.37441,-0.13602,-0.42205,-0.04186,-0.23543,-0.04027,-0.34608,-0.03836,-0.41113,-0.03943,-0.46777,-0.00753,-0.21552,0.00555,-0.31541,0.01166,-0.38073,0.01527,-0.44159,0.02313,-0.17302,0.01066,-0.21803,-0.01195,-0.19583,-0.03198,-0.17339,6
0.0,0.0,-0.05186,-0.02555,-0.07905,-0.09493,-0.0599,-0.15784,-0.03837,-0.20431,-0.08317,-0.23207,-0.10575,-0.32167,-0.12031,-0.37811,-0.13527,-0.42546,-0.04188,-0.24174,-0.03982,-0.34871,-0.03824,-0.41245,-0.03967,-0.46425,-0.00758,-0.22158,0.0028,-0.32072,0.00654,-0.38393,0.01011,-0.43917,0.02194,-0.1814,0.00734,-0.22127,-0.01178,-0.1949,-0.02657,-0.16805,6
0.0,0.0,-0.05217,-0.02834,-0.08052,-0.09611,-0.06264,-0.15595,-0.04028,-0.20053,-0.08192,-0.23222,-0.10739,-0.32185,-0.12273,-0.37778,-0.1384,-0.42478,-0.04074,-0.24136,-0.03931,-0.34898,-0.03808,-0.4129,-0.04024,-0.46555,-0.00616,-0.21993,0.00305,-0.31717,0.00527,-0.38107,0.00734,-0.43729,0.02327,-0.17794,0.00588,-0.22227,-0.01563,-0.20276,-0.03251,-0.1811,6
0.0,0.0,-0.0509,-0.02667,-0.07786,-0.09407,-0.06087,-0.15418,-0.04051,-0.20211,-0.08105,-0.23273,-0.1044,-0.32229,-0.11953,-0.37821,-0.13462,-0.42594,-0.04036,-0.24233,-0.03861,-0.3495,-0.03729,-0.41333,-0.0388,-0.46648,-0.00663,-0.22138,0.00373,-0.32075,0.00655,-0.38466,0.00876,-0.44125,0.02246,-0.1803,0.0069,-0.22285,-0.01479,-0.20489,-0.03324,-0.18557,6
0.0,0.0,-0.05204,-0.02679,-0.07787,-0.09682,-0.06007,-0.15785,-0.04166,-0.20467,-0.08084,-0.22686,-0.10434,-0.31476,-0.11922,-0.36953,-0.13313,-0.41682,-0.04042,-0.23739,-0.03955,-0.3434,-0.03819,-0.40522,-0.0389,-0.45814,-0.00745,-0.21828,0.00312,-0.31653,0.00713,-0.37873,0.01011,-0.43521,0.0217,-0.17815,0.00824,-0.21877,-0.01272,-0.19356,-0.03061,-0.16866,6
0.0,0.0,-0.0522,-0.02703,-0.07964,-0.09777,-0.061,-0.1629,-0.03869,-0.21177,-0.08568,-0.22233,-0.10969,-0.31243,-0.12457,-0.36922,-0.13908,-0.41721,-0.04452,-0.23349,-0.04369,-0.34245,-0.04163,-0.40566,-0.04311,-0.45836,-0.01043,-0.21679,-0.00284,-0.31609,0.00122,-0.37729,0.00456,-0.43285,0.01988,-0.17996,0.0014,-0.22363,-0.01727,-0.19011,-0.03017,-0.15632,6
0.0,0.0,-0.05088,-0.02681,-0.07814,-0.09858,-0.05883,-0.16319,-0.03549,-0.21041,-0.0837,-0.22397,-0.1094,-0.31282,-0.12482,-0.36844,-0.14069,-0.4151,-0.04321,-0.23364,-0.04176,-0.34099,-0.03985,-0.40332,-0.042,-0.45474,-0.00964,-0.21569,-0.00202,-0.31253,0.00135,-0.37359,0.00481,-0.42885,0.01974,-0.1793,0.00164,-0.2201,-0.01531,-0.18613,-0.02619,-0.15296,6
0.0,0.0,-0.05145,-0.02711,-0.07772,-0.09802,-0.06201,-0.16226,-0.04432,-0.21213,-0.08287,-0.22567,-0.10667,-0.31466,-0.12205,-0.37104,-0.13729,-0.41897,-0.04193,-0.23597,-0.04099,-0.34217,-0.03929,-0.40402,-0.04121,-0.45577,-0.00818,-0.21827,-0.00015,-0.31674,0.00364,-0.37873,0.00655,-0.43535,0.02125,-0.18098,0.00235,-0.22489,-0.01756,-0.19438,-0.03242,-0.16434,6
0.0,0.0,-0.05113,-0.02605,-0.07868,-0.09751,-0.06272,-0.16176,-0.0423,-0.21139,-0.08412,-0.22399,-0.10855,-0.31278,-0.12378,-0.36869,-0.13904,-0.41638,-0.04315,-0.23404,-0.04232,-0.34051,-0.04053,-0.40209,-0.04235,-0.45405,-0.0092,-0.21633,-0.00149,-0.31539,0.00178,-0.3773,0.0047,-0.43395,0.02051,-0.17945,0.0011,-0.22231,-0.01845,-0.19132,-0.03282,-0.16127,6
0.0,0.0,-0.04935,-0.02424,-0.07682,-0.09326,-0.06149,-0.15629,-0.04135,-0.20656,-0.08299,-0.22293,-0.10713,-0.31042,-0.12242,-0.3655,-0.13789,-0.4127,-0.04231,-0.23331,-0.04205,-0.33929,-0.04051,-0.40069,-0.04226,-0.45254,-0.0085,-0.21578,-0.00058,-0.31327,0.00265,-0.37474,0.00597,-0.43041,0.02127,-0.17915,0.0041,-0.21745,-0.01242,-0.18145,-0.02315,-0.14661,6
0.0,0.0,-0.05002,-0.02523,-0.07772,-0.0946,-0.05784,-0.15727,-0.03254,-0.20417,-0.08122,-0.22198,-0.1077,-0.30827,-0.12373,-0.36357,-0.1398,-0.41092,-0.04117,-0.23175,-0.04101,-0.338,-0.03931,-0.40087,-0.04077,-0.45313,-0.00752,-0.21288,-0.00043,-0.30898,0.00181,-0.3697,0.0046,-0.42534,0.02217,-0.17467,0.00396,-0.21547,-0.01423,-0.18045,-0.02661,-0.14647,6
0.0,0.0,-0.0494,-0.0246,-0.0762,-0.09413,-0.05746,-0.15506,-0.03504,-0.20214,-0.08232,-0.22321,-0.10752,-0.3101,-0.12289,-0.36588,-0.13827,-0.41357,-0.04228,-0.23372,-0.04098,-0.34017,-0.03955,-0.40296,-0.04093,-0.45598,-0.00883,-0.21588,-0.00028,-0.31309,0.00263,-0.3751,0.00708,-0.43229,0.02074,-0.17899,0.00445,-0.21351,-0.01057,-0.17705,-0.01911,-0.14378,6
0.0,0.0,-0.04929,-0.02404,-0.07628,-0.09375,-0.05829,-0.15521,-0.03711,-0.20274,-0.08266,-0.2226,-0.10731,-0.31018,-0.12245,-0.36601,-0.13766,-0.41392,-0.04245,-0.23336,-0.04171,-0.34015,-0.04009,-0.40275,-0.04149,-0.45619,-0.00896,-0.21586,-0.00105,-0.3141,0.00244,-0.3759,0.00658,-0.4334,0.02083,-0.17903,0.00428,-0.21587,-0.01077,-0.17939,-0.01996,-0.14593,6
0.0,0.0,-0.04874,-0.02491,-0.07656,-0.09317,-0.05972,-0.15563,-0.03827,-0.20556,-0.08152,-0.22454,-0.10694,-0.3119,-0.12301,-0.36786,-0.13859,-0.41625,-0.04081,-0.23584,-0.04136,-0.34235,-0.04002,-0.40616,-0.04109,-0.4595,-0.00659,-0.21769,0.0009,-0.31677,0.00352,-0.37869,0.00712,-0.4351,0.02364,-0.18026,0.00532,-0.21811,-0.01251,-0.18458,-0.02446,-0.15274,6
0.0,0.0,-0.0498,-0.02383,-0.07646,-0.09299,-0.0584,-0.15687,-0.03743,-0.20808,-0.08304,-0.22363,-0.10698,-0.3117,-0.12236,-0.36751,-0.13749,-0.41585,-0.04218,-0.2352,-0.04249,-0.34167,-0.0414,-0.40437,-0.04301,-0.4578,-0.00827,-0.21778,-0.00018,-0.3172,0.00256,-0.37801,0.00577,-0.43422,0.02172,-0.18048,0.00375,-0.22017,-0.01329,-0.18481,-0.02383,-0.15138,6
0.0,0.0,-0.04798,-0.02207,-0.07533,-0.09164,-0.05762,-0.1554,-0.03524,-0.20502,-0.08135,-0.22177,-0.10443,-0.31024,-0.11984,-0.36638,-0.13499,-0.41516,-0.04042,-0.23302,-0.04006,-0.3407,-0.03793,-0.40434,-0.03837,-0.45887,-0.00646,-0.21622,0.00201,-0.31486,0.00606,-0.37701,0.01029,-0.43495,0.02348,-0.18,0.00585,-0.21508,-0.01006,-0.17429,-0.01962,-0.13693,6
0.0,0.0,-0.04907,-0.02238,-0.0763,-0.09081,-0.05799,-0.15514,-0.03492,-0.20481,-0.08287,-0.22121,-0.10741,-0.30933,-0.12275,-0.36496,-0.13768,-0.4133,-0.04218,-0.2324,-0.04163,-0.33982,-0.03925,-0.40308,-0.03951,-0.45759,-0.00856,-0.21537,0.00042,-0.31344,0.00452,-0.37582,0.00894,-0.43384,0.02124,-0.1786,0.00471,-0.21579,-0.01102,-0.17671,-0.02046,-0.14047,6
0.0,0.0,-0.05126,-0.02591,-0.07767,-0.0951,-0.05928,-0.16066,-0.03805,-0.2107,-0.08302,-0.22376,-0.10825,-0.31197,-0.1239,-0.36781,-0.13948,-0.41524,-0.04215,-0.23474,-0.04259,-0.34234,-0.04128,-0.40516,-0.04373,-0.45824,-0.00849,-0.21666,-0.00038,-0.31405,0.00194,-0.37612,0.0037,-0.43289,0.02155,-0.17758,0.00615,-0.22293,-0.01271,-0.19378,-0.02687,-0.16393,6
0.0,0.0,-0.05037,-0.02411,-0.07826,-0.09478,-0.06242,-0.1607,-0.04164,-0.21375,-0.08467,-0.22279,-0.10935,-0.31094,-0.12499,-0.36685,-0.14062,-0.41484,-0.04391,-0.23492,-0.0437,-0.34174,-0.04244,-0.40353,-0.04471,-0.45519,-0.01,-0.21863,-0.00211,-0.31729,0.00093,-0.37898,0.00401,-0.43501,0.01989,-0.18304,0.00113,-0.22327,-0.01589,-0.18757,-0.02699,-0.15311,6
0.0,0.0,-0.04996,-0.0246,-0.0764,-0.09101,-0.05758,-0.15625,-0.03429,-0.20705,-0.0824,-0.22004,-0.10853,-0.30763,-0.12384,-0.36227,-0.13872,-0.40903,-0.04132,-0.23142,-0.04171,-0.33957,-0.04023,-0.40141,-0.04225,-0.45417,-0.00756,-0.21369,0.00138,-0.31007,0.00401,-0.37158,0.00686,-0.42839,0.02288,-0.17486,0.00659,-0.21834,-0.00955,-0.18254,-0.01973,-0.1467,6
0.0,0.0,-0.04955,-0.02581,-0.07486,-0.09413,-0.05421,-0.15867,-0.03078,-0.20917,-0.0814,-0.22251,-0.10552,-0.30929,-0.12082,-0.36431,-0.13588,-0.41179,-0.04057,-0.23384,-0.04146,-0.34,-0.04029,-0.40278,-0.04205,-0.45634,-0.00667,-0.21574,0.00196,-0.31246,0.00479,-0.37418,0.00748,-0.43131,0.02352,-0.17642,0.00952,-0.21749,-0.00711,-0.18303,-0.01833,-0.14896,6
