x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.0,0.0,-0.06126,-0.01796,-0.10956,-0.07787,-0.14041,-0.13012,-0.16696,-0.17002,-0.06903,-0.20028,-0.07839,-0.29076,-0.08397,-0.34762,-0.08911,-0.38994,-0.02587,-0.2094,-0.03127,-0.30553,-0.03498,-0.36416,-0.03864,-0.40506,0.01547,-0.1997,0.01544,-0.29003,0.01462,-0.3419,0.01284,-0.38202,0.05679,-0.17495,0.06796,-0.24341,0.07464,-0.2868,0.07863,-0.32546,5
0.0,0.0,-0.06404,-0.02453,-0.11474,-0.09338,-0.14818,-0.15,-0.17635,-0.18895,-0.07368,-0.22206,-0.08519,-0.31114,-0.09182,-0.36528,-0.09781,-0.40791,-0.03195,-0.23158,-0.0389,-0.32747,-0.04369,-0.3855,-0.04915,-0.42601,0.00867,-0.2226,0.00997,-0.31276,0.00803,-0.3646,0.00415,-0.40383,0.04826,-0.19894,0.06305,-0.26745,0.07011,-0.30925,0.07573,-0.34584,5
0.0,0.0,-0.063,-0.02742,-0.11661,-0.09868,-0.14925,-0.15616,-0.17576,-0.19317,-0.07613,-0.23235,-0.08802,-0.32397,-0.09327,-0.37841,-0.0977,-0.42083,-0.03381,-0.24207,-0.04108,-0.34109,-0.04552,-0.39807,-0.05031,-0.43735,0.0072,-0.2334,0.00872,-0.3243,0.00715,-0.37506,0.00376,-0.41295,0.0466,-0.20954,0.06188,-0.27704,0.07017,-0.31871,0.07707,-0.35521,5
0.0,0.0,-0.06384,-0.02925,-0.11826,-0.10276,-0.15311,-0.16208,-0.18189,-0.19844,-0.07782,-0.23686,-0.09047,-0.32884,-0.09593,-0.38287,-0.10012,-0.42621,-0.03564,-0.24652,-0.04266,-0.34624,-0.04558,-0.40342,-0.04891,-0.44456,0.0048,-0.2373,0.00635,-0.32859,0.00611,-0.38002,0.00385,-0.41999,0.04342,-0.21325,0.05825,-0.28083,0.06739,-0.32275,0.07552,-0.36041,5
0.0,0.0,-0.06361,-0.02856,-0.11828,-0.10163,-0.15288,-0.16144,-0.18186,-0.19905,-0.08067,-0.23764,-0.09402,-0.32913,-0.09942,-0.38279,-0.10282,-0.42541,-0.03845,-0.24869,-0.04589,-0.34813,-0.04889,-0.40463,-0.05165,-0.44495,0.0024,-0.24018,0.00365,-0.33062,0.00317,-0.38148,0.00121,-0.42095,0.0418,-0.21603,0.0571,-0.28256,0.06635,-0.32403,0.0747,-0.3617,5
0.0,0.0,-0.06153,-0.03127,-0.11546,-0.10542,-0.15131,-0.16403,-0.18108,-0.2041,-0.07783,-0.24235,-0.09183,-0.3326,-0.09811,-0.38604,-0.10184,-0.4286,-0.03583,-0.25271,-0.04358,-0.35195,-0.04676,-0.40834,-0.04968,-0.44888,0.00467,-0.24295,0.00683,-0.33448,0.00722,-0.38547,0.00575,-0.42513,0.04319,-0.21651,0.05884,-0.28261,0.06842,-0.32424,0.07662,-0.36244,5
0.0,0.0,-0.06205,-0.03134,-0.11624,-0.10561,-0.15109,-0.16595,-0.18078,-0.2071,-0.07816,-0.24169,-0.09187,-0.33259,-0.09794,-0.38628,-0.10162,-0.42932,-0.03629,-0.25246,-0.04349,-0.35226,-0.04621,-0.40859,-0.04864,-0.44998,0.00414,-0.24361,0.00645,-0.3351,0.0073,-0.38621,0.0062,-0.42634,0.04315,-0.21841,0.05831,-0.28453,0.0679,-0.32587,0.07621,-0.36348,5
0.0,0.0,-0.06277,-0.03016,-0.11715,-0.10305,-0.1518,-0.16389,-0.18108,-0.20503,-0.07919,-0.24194,-0.09252,-0.3338,-0.09865,-0.38755,-0.10276,-0.43054,-0.03736,-0.2521,-0.04427,-0.35286,-0.04768,-0.40924,-0.05106,-0.4497,0.00289,-0.24266,0.00462,-0.33535,0.00445,-0.38662,0.00261,-0.42662,0.0417,-0.2175,0.05676,-0.284,0.06629,-0.32565,0.07483,-0.3636,5
0.0,0.0,-0.06315,-0.02904,-0.11792,-0.1028,-0.15307,-0.16322,-0.18242,-0.2015,-0.0792,-0.24126,-0.09149,-0.33259,-0.09698,-0.38597,-0.10043,-0.42866,-0.03693,-0.25166,-0.04321,-0.35198,-0.0462,-0.40938,-0.04939,-0.44962,0.00339,-0.24253,0.00631,-0.33338,0.00665,-0.38503,0.00503,-0.42447,0.04151,-0.2181,0.05698,-0.28427,0.06606,-0.32615,0.07439,-0.36384,5
0.0,0.0,-0.06289,-0.02963,-0.11728,-0.10364,-0.15308,-0.1631,-0.18312,-0.20016,-0.07858,-0.24135,-0.09171,-0.33253,-0.09743,-0.38566,-0.1009,-0.428,-0.03649,-0.25152,-0.04325,-0.35119,-0.04632,-0.40821,-0.04962,-0.44801,0.00384,-0.24223,0.00612,-0.33349,0.00608,-0.38511,0.00431,-0.42485,0.04184,-0.21777,0.05715,-0.28377,0.06629,-0.32578,0.07493,-0.36418,5
