x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.0,0.0,-0.0517,-0.02083,-0.07879,-0.09767,-0.05361,-0.17886,-0.03818,-0.24187,-0.10975,-0.17114,-0.14685,-0.25894,-0.17126,-0.31652,-0.19122,-0.36277,-0.06997,-0.19217,-0.08138,-0.29354,-0.08693,-0.35917,-0.08943,-0.41096,-0.02791,-0.18767,-0.02639,-0.22812,-0.02532,-0.16784,-0.02392,-0.12726,0.01245,-0.16754,0.01114,-0.20526,0.00702,-0.16128,0.00417,-0.13036,2
0.0,0.0,-0.05824,-0.02932,-0.08847,-0.10691,-0.06252,-0.19077,-0.04456,-0.25828,-0.11752,-0.18226,-0.15409,-0.27555,-0.17649,-0.33276,-0.19492,-0.37954,-0.07631,-0.2022,-0.08882,-0.30656,-0.09292,-0.37177,-0.09197,-0.42325,-0.03439,-0.19499,-0.03174,-0.23406,-0.03118,-0.17323,-0.03045,-0.13702,0.00487,-0.17485,0.00314,-0.21502,-0.00039,-0.16971,-0.00299,-0.14093,2
0.0,0.0,-0.05957,-0.03667,-0.08875,-0.11935,-0.06418,-0.19999,-0.05033,-0.26463,-0.11513,-0.19845,-0.15166,-0.29217,-0.17416,-0.34894,-0.1917,-0.39431,-0.0726,-0.21661,-0.08696,-0.32432,-0.09407,-0.39031,-0.09534,-0.44409,-0.02737,-0.20853,-0.03571,-0.25165,-0.03582,-0.18477,-0.03303,-0.14479,0.01577,-0.18727,0.00243,-0.22757,-0.00309,-0.17965,-0.00367,-0.15077,2
0.0,0.0,-0.06022,-0.03372,-0.08963,-0.11834,-0.06446,-0.20284,-0.05267,-0.27073,-0.11547,-0.20099,-0.15168,-0.29699,-0.17448,-0.3523,-0.19263,-0.39838,-0.0729,-0.21985,-0.09039,-0.32772,-0.09775,-0.39316,-0.09804,-0.4452,-0.02851,-0.21096,-0.03222,-0.2546,-0.0314,-0.18921,-0.03,-0.15129,0.01305,-0.19082,0.00361,-0.23152,-0.00085,-0.18283,-0.00226,-0.15544,2
0.0,0.0,-0.06262,-0.03505,-0.09238,-0.12344,-0.07095,-0.20674,-0.06195,-0.27143,-0.11705,-0.20464,-0.15431,-0.30009,-0.17673,-0.35797,-0.19506,-0.40475,-0.07568,-0.22132,-0.0899,-0.33375,-0.09901,-0.40113,-0.10227,-0.45694,-0.03267,-0.21257,-0.04145,-0.26466,-0.0409,-0.19612,-0.03745,-0.15686,0.00788,-0.19241,-0.00437,-0.23571,-0.0092,-0.18537,-0.00879,-0.15685,2
0.0,0.0,-0.0627,-0.03532,-0.09553,-0.12173,-0.07346,-0.20795,-0.06296,-0.27772,-0.12037,-0.20448,-0.1568,-0.302,-0.17927,-0.36009,-0.19726,-0.40892,-0.07723,-0.22293,-0.09372,-0.33473,-0.1018,-0.40001,-0.10295,-0.45461,-0.03279,-0.21516,-0.03836,-0.26831,-0.03829,-0.19739,-0.03662,-0.15746,0.0097,-0.1956,-0.00069,-0.24057,-0.00476,-0.18722,-0.00541,-0.157,2
0.0,0.0,-0.06272,-0.03617,-0.09371,-0.12542,-0.07311,-0.21298,-0.06473,-0.28252,-0.12164,-0.20734,-0.15797,-0.30448,-0.17916,-0.36457,-0.19605,-0.41363,-0.07929,-0.22503,-0.09398,-0.33852,-0.10206,-0.40634,-0.10473,-0.46335,-0.03518,-0.21624,-0.04445,-0.2745,-0.04366,-0.2003,-0.04138,-0.15795,0.00634,-0.19565,-0.00781,-0.24726,-0.01161,-0.18961,-0.01134,-0.15581,2
0.0,0.0,-0.06342,-0.03977,-0.09768,-0.12908,-0.07667,-0.21781,-0.06483,-0.29084,-0.12057,-0.21358,-0.15781,-0.30983,-0.18018,-0.36724,-0.19845,-0.41566,-0.0775,-0.23066,-0.09332,-0.34469,-0.10234,-0.41045,-0.10441,-0.46524,-0.0327,-0.2208,-0.04217,-0.27667,-0.0425,-0.20125,-0.0403,-0.16028,0.01043,-0.19965,-0.00462,-0.24844,-0.00859,-0.18984,-0.00781,-0.15779,2
0.0,0.0,-0.06558,-0.03774,-0.09776,-0.12973,-0.07771,-0.21785,-0.06957,-0.28751,-0.12099,-0.21374,-0.15795,-0.31064,-0.17907,-0.36924,-0.19626,-0.41765,-0.07863,-0.23162,-0.0931,-0.34627,-0.10187,-0.41348,-0.10512,-0.46904,-0.03455,-0.22218,-0.05015,-0.28289,-0.05198,-0.20936,-0.04902,-0.16439,0.00754,-0.20103,-0.01269,-0.25444,-0.01884,-0.19691,-0.01763,-0.15948,2
0.0,0.0,-0.06434,-0.03882,-0.0981,-0.12879,-0.07893,-0.21789,-0.06877,-0.28907,-0.12094,-0.21362,-0.1589,-0.3101,-0.18143,-0.36796,-0.20014,-0.41722,-0.07852,-0.23149,-0.09469,-0.34813,-0.10382,-0.41357,-0.10668,-0.46982,-0.03463,-0.22233,-0.04779,-0.28138,-0.05151,-0.20637,-0.05049,-0.16338,0.00746,-0.20097,-0.01046,-0.2504,-0.01839,-0.19193,-0.01983,-0.15576,2
