x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.0,0.0,-0.03466,-0.01205,-0.0539,-0.07393,-0.03838,-0.14077,-0.02865,-0.19786,-0.06905,-0.14216,-0.09034,-0.2196,-0.10377,-0.27782,-0.1141,-0.32495,-0.03693,-0.1607,-0.0446,-0.25621,-0.04774,-0.32217,-0.04826,-0.37635,-0.00398,-0.15301,0.0039,-0.23912,0.00523,-0.29076,0.00962,-0.33577,0.02681,-0.12612,0.01723,-0.14988,0.00525,-0.12088,0.00043,-0.0947,3
0.0,0.0,-0.04177,-0.01679,-0.06141,-0.08657,-0.04057,-0.15844,-0.02734,-0.21821,-0.08509,-0.17922,-0.1069,-0.26845,-0.12241,-0.33046,-0.13567,-0.38035,-0.04708,-0.19628,-0.05439,-0.29344,-0.05788,-0.35741,-0.06083,-0.40876,-0.0107,-0.18699,-0.00042,-0.27533,0.00491,-0.33903,0.01187,-0.3948,0.02388,-0.15707,0.01176,-0.18256,-0.00018,-0.14509,-0.00549,-0.11025,3
0.0,0.0,-0.04458,-0.02565,-0.06642,-0.09829,-0.04346,-0.17044,-0.02587,-0.23003,-0.088,-0.19446,-0.11177,-0.28701,-0.12508,-0.34712,-0.13725,-0.39509,-0.04816,-0.21217,-0.05547,-0.31686,-0.05828,-0.38019,-0.06146,-0.42803,-0.01152,-0.20151,0.00027,-0.29772,0.00778,-0.35693,0.01574,-0.40646,0.02375,-0.16963,0.01476,-0.20413,0.00604,-0.1662,0.00249,-0.12891,3
0.0,0.0,-0.04438,-0.029,-0.06705,-0.10286,-0.04332,-0.17528,-0.02202,-0.23443,-0.08472,-0.20523,-0.10677,-0.29846,-0.11929,-0.35683,-0.13172,-0.40496,-0.04571,-0.22194,-0.05398,-0.32641,-0.05737,-0.38762,-0.06159,-0.43557,-0.01016,-0.21083,0.00144,-0.30767,0.00832,-0.36523,0.01605,-0.41532,0.02407,-0.17876,0.01556,-0.21215,0.0065,-0.17313,0.00314,-0.13617,3
0.0,0.0,-0.0435,-0.03286,-0.06529,-0.11036,-0.04221,-0.18292,-0.0227,-0.24363,-0.08615,-0.20706,-0.10925,-0.3018,-0.12164,-0.36094,-0.13367,-0.4095,-0.04718,-0.22314,-0.0553,-0.32989,-0.05798,-0.39177,-0.06115,-0.44073,-0.0112,-0.21174,8e-05,-0.31148,0.00623,-0.36892,0.0142,-0.41972,0.02358,-0.17966,0.01439,-0.21369,0.00546,-0.17459,0.00337,-0.1385,3
0.0,0.0,-0.04375,-0.0325,-0.06617,-0.11069,-0.04442,-0.18241,-0.02425,-0.24108,-0.08553,-0.20972,-0.10919,-0.30414,-0.12188,-0.36276,-0.13436,-0.41075,-0.04702,-0.22537,-0.05569,-0.33175,-0.05866,-0.39264,-0.06211,-0.44159,-0.01109,-0.21391,-0.00022,-0.31336,0.00642,-0.37019,0.01463,-0.42185,0.02413,-0.1817,0.01365,-0.21642,0.00483,-0.17676,0.00339,-0.14143,3
0.0,0.0,-0.04502,-0.03114,-0.0683,-0.10811,-0.04662,-0.18,-0.02676,-0.23945,-0.08938,-0.21007,-0.11382,-0.30335,-0.12679,-0.36196,-0.13992,-0.40993,-0.05018,-0.22661,-0.05826,-0.3333,-0.06076,-0.39413,-0.0646,-0.44278,-0.01387,-0.21529,-0.00277,-0.31472,0.0042,-0.37168,0.01184,-0.42454,0.02186,-0.1821,0.01201,-0.21903,0.00297,-0.17932,0.00064,-0.14406,3
0.0,0.0,-0.04501,-0.0343,-0.06804,-0.11313,-0.04518,-0.18372,-0.02437,-0.24172,-0.08623,-0.21075,-0.11021,-0.30581,-0.12281,-0.36417,-0.13546,-0.41179,-0.04752,-0.22606,-0.05591,-0.33324,-0.05919,-0.39471,-0.0635,-0.4434,-0.01172,-0.21474,-0.00067,-0.31387,0.00584,-0.37094,0.01278,-0.42252,0.0236,-0.18285,0.01399,-0.21593,0.00428,-0.17529,0.001,-0.13894,3
0.0,0.0,-0.0444,-0.03435,-0.06634,-0.11357,-0.04413,-0.18436,-0.02373,-0.24303,-0.08593,-0.20932,-0.11112,-0.30402,-0.12458,-0.36295,-0.13759,-0.41117,-0.0476,-0.22482,-0.05615,-0.33187,-0.05906,-0.3943,-0.06273,-0.4436,-0.01206,-0.21425,-0.0011,-0.31303,0.00611,-0.37146,0.01386,-0.42363,0.02312,-0.18336,0.01237,-0.21517,0.00208,-0.1724,-0.00129,-0.13385,3
0.0,0.0,-0.04375,-0.03302,-0.06678,-0.11271,-0.04698,-0.18675,-0.02892,-0.24788,-0.08989,-0.20983,-0.11369,-0.30521,-0.12692,-0.36346,-0.13957,-0.41139,-0.05122,-0.22509,-0.06006,-0.3325,-0.06328,-0.39479,-0.06588,-0.44394,-0.01431,-0.21331,-0.00441,-0.3126,0.00258,-0.37117,0.01187,-0.42409,0.02194,-0.18093,0.00809,-0.20774,-0.00157,-0.16313,-0.00235,-0.12476,3
0.0,0.0,-0.04399,-0.03223,-0.06821,-0.11106,-0.04835,-0.18404,-0.02921,-0.24376,-0.08962,-0.20957,-0.1132,-0.30447,-0.12631,-0.36202,-0.13949,-0.40915,-0.05132,-0.22577,-0.06138,-0.33402,-0.06501,-0.39608,-0.06868,-0.44355,-0.01476,-0.21501,-0.00504,-0.31577,0.0019,-0.37417,0.01025,-0.42641,0.02155,-0.18359,0.00885,-0.21349,-0.00092,-0.17054,-0.00286,-0.13244,3
0.0,0.0,-0.04213,-0.03185,-0.06604,-0.11078,-0.04856,-0.1845,-0.03015,-0.24592,-0.09079,-0.20799,-0.11487,-0.30326,-0.1282,-0.36108,-0.14078,-0.40816,-0.0517,-0.22426,-0.06108,-0.33305,-0.06507,-0.39411,-0.06914,-0.44286,-0.01414,-0.21395,-0.00418,-0.31603,0.00296,-0.37372,0.01157,-0.42583,0.02293,-0.18346,0.01059,-0.21136,0.00203,-0.16943,0.00155,-0.13325,3
0.0,0.0,-0.04418,-0.03387,-0.06844,-0.11275,-0.04992,-0.18452,-0.03152,-0.24413,-0.09132,-0.2084,-0.1148,-0.30213,-0.12807,-0.35856,-0.14114,-0.40522,-0.05257,-0.22401,-0.06226,-0.332,-0.06529,-0.39351,-0.06878,-0.44258,-0.01501,-0.21352,-0.00585,-0.3158,0.00157,-0.37355,0.01004,-0.42669,0.0229,-0.18321,0.00738,-0.21586,-0.00336,-0.17401,-0.00578,-0.13761,3
0.0,0.0,-0.04506,-0.03428,-0.06945,-0.11256,-0.05031,-0.18425,-0.033,-0.24455,-0.09144,-0.20875,-0.11445,-0.3035,-0.12722,-0.35989,-0.1402,-0.4062,-0.05294,-0.22383,-0.06278,-0.33226,-0.0659,-0.39359,-0.06978,-0.44164,-0.0156,-0.21285,-0.00565,-0.31563,0.00148,-0.37367,0.00939,-0.42663,0.02209,-0.18218,0.0073,-0.21792,-0.00394,-0.17722,-0.00759,-0.14131,3
0.0,0.0,-0.04432,-0.03267,-0.06949,-0.11055,-0.0521,-0.18343,-0.03434,-0.24493,-0.09025,-0.21077,-0.11317,-0.30471,-0.12655,-0.36113,-0.13978,-0.40822,-0.05143,-0.22665,-0.06127,-0.33426,-0.06534,-0.39594,-0.06931,-0.44493,-0.0139,-0.21565,-0.00423,-0.31733,0.00205,-0.37562,0.01,-0.42859,0.02342,-0.18481,0.00861,-0.21415,-0.00286,-0.17242,-0.00639,-0.13625,3
